_id,dataNotificacao,cnes,ocupacaoSuspeitoCli,ocupacaoSuspeitoUti,ocupacaoConfirmadoCli,ocupacaoConfirmadoUti,saidaSuspeitaObitos,saidaSuspeitaAltas,saidaConfirmadaObitos,saidaConfirmadaAltas,origem,_p_usuario,estadoNotificacao,municipioNotificacao,estado,municipio,excluido,validado,_created_at,_updated_at
bVNHcPEcLi,2021-01-15T03:00:00.000Z,2362287,95.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T10:40:17.028Z,2021-01-22T10:42:57.751Z
snUsClwnkr,2021-01-16T03:00:00.000Z,2362287,84.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T10:44:52.128Z,2021-01-22T10:44:52.128Z
N13av69PT0,2021-01-17T03:00:00.000Z,2362287,89.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T10:48:02.773Z,2021-01-22T10:48:02.773Z
t0BB3XhY4e,2021-01-18T03:00:00.000Z,2362287,81.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T10:50:06.124Z,2021-01-22T10:50:06.124Z
2DIex7kDV4,2021-01-19T03:00:00.000Z,2362287,82.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T10:56:19.119Z,2021-01-22T10:56:19.119Z
meov2hlgB4,2021-01-20T03:00:00.000Z,2362287,96.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T10:58:28.946Z,2021-01-22T10:58:28.946Z
ex3SJKOzUd,2021-01-20T21:00:00.000Z,2362287,97.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T11:00:43.651Z,2021-02-02T12:49:13.259Z
t3daHy9Ovh,2021-01-18T03:00:00.000Z,2613743,13.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T13:12:07.245Z,2021-01-22T13:12:07.245Z
yagTNyRBZo,2021-01-19T03:00:00.000Z,2613743,20.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T13:13:04.200Z,2021-01-22T13:13:04.200Z
e5TMzBDq9d,2021-01-20T03:00:00.000Z,2613743,17.0,4.0,0.0,6.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T13:13:37.422Z,2021-01-22T13:13:37.422Z
XVE1iZvX4K,2021-01-21T03:00:00.000Z,2613743,20.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T13:14:03.364Z,2021-01-22T13:14:41.069Z
xaQz4YBdSR,2021-01-22T03:00:33.293Z,2363070,34.0,36.0,34.0,36.0,0.0,0.0,0.0,8.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-22T21:57:39.356Z,2021-01-22T21:57:39.356Z
SCtK2Hbvjv,2021-01-23T03:00:05.425Z,2363070,36.0,39.0,36.0,39.0,0.0,0.0,1.0,1.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-23T20:54:47.390Z,2021-01-23T20:54:47.390Z
CZrc4CC2ne,2021-01-25T03:00:27.470Z,2363070,35.0,39.0,35.0,39.0,0.0,8.0,2.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-25T21:55:10.511Z,2021-01-25T21:55:10.511Z
kD9vxvJIwT,2021-01-26T03:00:27.246Z,2363070,38.0,37.0,38.0,37.0,0.0,3.0,2.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-26T21:53:05.860Z,2021-01-26T21:53:05.860Z
YuInzUvTl9,2021-01-22T21:00:00.000Z,2613743,16.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-27T12:17:26.801Z,2021-01-27T12:17:26.801Z
oUlKxpEvb3,2021-01-23T21:00:00.000Z,2613743,16.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-27T12:18:10.733Z,2021-01-27T12:18:10.733Z
MQ1AHMrHUF,2021-01-24T21:00:00.000Z,2613743,20.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-27T12:18:32.920Z,2021-01-27T12:18:32.920Z
PDeDoXaHno,2021-01-27T03:00:57.258Z,2363070,42.0,36.0,42.0,36.0,0.0,6.0,1.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-27T22:01:58.883Z,2021-01-27T22:01:58.883Z
3Gu0uR7lgh,2021-01-28T03:00:55.862Z,2363070,40.0,37.0,40.0,37.0,0.0,0.0,4.0,5.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-28T22:13:43.568Z,2021-01-28T22:13:43.568Z
lWJv5JrqLI,2021-01-25T21:00:00.000Z,2613743,20.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-29T18:26:21.709Z,2021-01-29T18:26:21.709Z
5c2Q5Vowfs,2021-01-26T21:00:00.000Z,2613743,23.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-29T18:27:32.404Z,2021-01-29T18:27:32.404Z
yBVuao2JnE,2021-01-27T21:00:00.000Z,2613743,23.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-29T18:28:05.655Z,2021-01-29T18:28:05.655Z
bbbqtUR4Oj,2021-01-29T03:00:28.951Z,2363070,41.0,37.0,41.0,37.0,0.0,4.0,2.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-29T21:56:57.746Z,2021-01-29T21:56:57.746Z
i6n4VQKCz1,2021-01-30T03:00:00.000Z,2363070,35.0,32.0,35.0,32.0,1.0,10.0,5.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-30T21:55:06.350Z,2021-01-30T21:56:25.671Z
5arhz8mA7b,2021-01-31T03:00:01.600Z,2363070,33.0,32.0,33.0,32.0,0.0,0.0,3.0,3.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-01-31T21:31:19.053Z,2021-01-31T21:31:19.053Z
1H2DAF2Px0,2021-02-01T21:00:15.231Z,2363070,29.0,33.0,29.0,33.0,0.0,0.0,3.0,8.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-01T21:34:34.733Z,2021-02-01T21:34:34.733Z
6ndVqrAQp2,2021-01-20T21:00:00.000Z,2362287,97.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T12:51:51.280Z,2021-02-02T12:54:52.300Z
iKdzULjcoH,2021-01-22T21:00:00.000Z,2362287,101.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T12:54:18.628Z,2021-02-02T12:54:18.628Z
9KxgG7cucV,2021-01-22T21:00:00.000Z,2362287,84.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T12:58:56.896Z,2021-02-02T13:01:42.470Z
VTewarpgWn,2021-01-24T21:00:00.000Z,2362287,88.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T13:01:08.263Z,2021-02-02T13:01:08.263Z
EK2g02kJIX,2021-01-25T21:00:00.000Z,2362287,122.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T13:03:25.947Z,2021-02-02T13:03:25.947Z
y5EYqtf2hE,2021-01-26T21:00:00.000Z,2362287,95.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T13:05:39.621Z,2021-02-02T13:05:39.621Z
zwFCyTB1Zh,2021-01-27T21:00:00.000Z,2362287,102.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T13:07:34.137Z,2021-02-02T13:07:34.137Z
115Drz7CUH,2021-01-27T21:00:00.000Z,2362287,101.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T13:09:25.216Z,2021-02-02T13:17:03.806Z
KlHG8h6FrL,2021-01-29T21:00:00.000Z,2362287,107.0,10.0,6.0,0.0,0.0,1.0,0.0,6.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T13:15:16.198Z,2021-02-02T13:15:16.198Z
qc0KK5pmcB,2021-01-30T03:00:00.000Z,2362287,116.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T13:20:30.284Z,2021-02-15T00:01:43.598Z
Zn12B3pxjz,2021-01-31T03:00:00.000Z,2362287,92.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$JERHxuCJ0m,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T13:22:17.071Z,2021-03-10T11:31:32.464Z
GNm1JAL4dE,2021-01-28T21:00:00.000Z,2613743,19.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T17:46:08.438Z,2021-02-02T17:46:08.438Z
MWokvW9dms,2021-01-29T21:00:00.000Z,2613743,19.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T17:46:25.795Z,2021-02-02T17:46:25.795Z
4QXfrCG7qb,2021-01-30T21:00:00.000Z,2613743,21.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T17:47:04.269Z,2021-02-02T17:47:04.269Z
pKV9k8MAUe,2021-01-31T21:00:00.000Z,2613743,20.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T17:47:24.779Z,2021-02-02T17:47:24.779Z
sNTPxFD1qY,2021-02-02T03:00:14.192Z,2363070,25.0,34.0,25.0,34.0,3.0,13.0,1.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-02T22:14:35.339Z,2021-02-02T22:14:35.339Z
cEa1y4F1wP,2021-02-03T03:00:32.056Z,2363070,27.0,32.0,27.0,32.0,0.0,0.0,0.0,6.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-03T21:25:00.871Z,2021-02-03T21:25:00.871Z
YIC404bq0o,2021-02-01T03:00:00.000Z,2613743,20.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-05T17:53:32.729Z,2021-02-05T17:53:32.729Z
zQ2ZCoells,2021-02-02T03:00:00.000Z,2613743,25.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-05T18:07:43.725Z,2021-02-05T18:07:43.725Z
uBCNqxaM25,2021-02-03T03:00:00.000Z,2613743,23.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-05T18:08:00.049Z,2021-02-05T18:08:00.049Z
7vBYYEFNCB,2021-02-04T03:00:00.000Z,2613743,21.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-05T18:08:20.100Z,2021-02-05T18:08:20.100Z
HOm4JD7fZT,2021-02-07T03:00:16.714Z,2363070,36.0,25.0,36.0,25.0,0.0,0.0,1.0,5.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-07T21:48:59.913Z,2021-02-07T21:48:59.913Z
46gAZqp2AX,2021-02-05T03:00:00.000Z,2613743,20.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-08T19:50:57.910Z,2021-02-08T19:50:57.910Z
xw5ZBQi1Qv,2021-02-06T03:00:00.000Z,2613743,19.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-08T19:51:14.996Z,2021-02-08T19:51:14.996Z
GiWt1Eb4w9,2021-02-07T03:00:00.000Z,2613743,14.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-08T19:51:30.000Z,2021-02-08T19:51:30.000Z
kE8WweuwE4,2021-02-09T03:00:13.744Z,2363070,39.0,30.0,39.0,30.0,0.0,0.0,0.0,5.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-09T22:26:02.055Z,2021-02-09T22:26:02.055Z
9Q0Qbo130g,2021-02-10T03:00:10.943Z,2363070,42.0,30.0,42.0,30.0,0.0,0.0,0.0,3.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-10T22:26:12.890Z,2021-02-10T22:26:12.890Z
wyZf8nHPWA,2021-02-11T03:00:59.326Z,2363070,39.0,28.0,39.0,28.0,0.0,0.0,2.0,9.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-11T17:32:51.661Z,2021-02-11T17:32:51.661Z
wneghYZj0c,2021-02-08T03:00:00.000Z,2613743,14.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-12T13:20:53.110Z,2021-02-12T13:20:53.110Z
dORNdtXUeb,2021-02-09T03:00:00.000Z,2613743,12.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-12T13:21:10.545Z,2021-02-12T13:21:10.545Z
nDjGYTR63G,2021-02-10T03:00:00.000Z,2613743,19.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-12T13:21:26.219Z,2021-02-12T13:21:26.219Z
98dXCT1Hp2,2021-02-11T03:00:00.000Z,2613743,17.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-12T13:21:41.634Z,2021-02-12T13:21:41.634Z
ZNzTIo5F5r,2021-02-12T03:00:34.931Z,2363070,41.0,27.0,41.0,27.0,1.0,5.0,1.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-12T22:15:07.442Z,2021-02-12T22:15:07.442Z
zpSNXXIGs5,2021-02-13T03:00:45.282Z,2363070,39.0,28.0,39.0,28.0,0.0,0.0,0.0,5.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-13T21:15:30.912Z,2021-02-13T21:15:30.912Z
HCiYXB2EPh,2021-02-14T03:00:49.519Z,2363070,43.0,27.0,43.0,27.0,0.0,5.0,2.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-14T21:38:04.125Z,2021-02-14T21:38:04.125Z
BtEmaxoCmX,2021-02-15T03:00:26.396Z,2363070,33.0,32.0,33.0,32.0,0.0,0.0,2.0,9.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-15T22:28:55.409Z,2021-02-15T22:28:55.409Z
pwbhOxGeBj,2021-02-16T03:00:05.513Z,2363070,37.0,30.0,37.0,30.0,0.0,12.0,1.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-16T21:01:44.774Z,2021-02-16T21:01:44.774Z
MFfYsrsQVt,2021-02-17T03:00:11.476Z,2363070,24.0,25.0,24.0,25.0,0.0,0.0,0.0,5.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-17T21:59:02.011Z,2021-02-17T21:59:02.011Z
Sdob2n87Sx,2021-02-18T03:00:25.915Z,2363070,26.0,19.0,26.0,19.0,3.0,1.0,1.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-18T22:27:38.517Z,2021-02-18T22:27:38.517Z
aFcNM7RkGj,2021-02-19T03:00:09.409Z,2363070,28.0,26.0,28.0,26.0,0.0,2.0,2.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-19T21:48:30.443Z,2021-02-19T21:48:30.443Z
Bps7sd892t,2021-02-20T03:00:24.631Z,2363070,32.0,25.0,32.0,25.0,0.0,0.0,2.0,1.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-20T21:33:39.400Z,2021-02-20T21:33:39.400Z
qWGCKCiHrd,2021-02-21T03:00:15.889Z,2363070,34.0,27.0,34.0,27.0,0.0,0.0,1.0,3.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-21T21:17:33.106Z,2021-02-21T21:17:33.106Z
Zue0k7Q19A,2021-02-22T03:00:10.234Z,2363070,30.0,29.0,30.0,29.0,0.0,0.0,1.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-22T21:17:22.907Z,2021-02-22T21:17:22.907Z
VysoHa7kUm,2021-02-12T03:00:00.000Z,2613743,20.0,9.0,0.0,4.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:11:23.981Z,2021-02-23T14:11:23.981Z
3GLhSnhhKo,2021-02-13T03:00:00.000Z,2613743,19.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:11:54.801Z,2021-02-23T14:11:54.801Z
iUjx6dFK1F,2021-02-14T03:00:00.000Z,2613743,13.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:12:09.804Z,2021-02-23T14:12:09.804Z
AMERQdHayo,2021-02-15T03:00:00.000Z,2613743,15.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:12:27.847Z,2021-02-23T14:12:27.847Z
zmGStiFqIM,2021-02-16T03:00:00.000Z,2613743,15.0,8.0,0.0,5.0,0.0,0.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:13:37.077Z,2021-02-23T14:13:37.077Z
1SQIdCxt7o,2021-02-17T03:00:00.000Z,2613743,11.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:13:50.580Z,2021-02-23T14:13:50.580Z
7C7BRbqNSE,2021-02-18T03:00:00.000Z,2613743,11.0,8.0,0.0,5.0,1.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:14:14.140Z,2021-02-23T14:14:14.140Z
SVDQTy1fgj,2021-02-19T03:00:00.000Z,2613743,18.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:14:52.643Z,2021-02-23T14:14:52.643Z
4Ii6z4Z87i,2021-02-20T03:00:00.000Z,2613743,21.0,9.0,0.0,5.0,0.0,0.0,2.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:15:09.200Z,2021-02-23T14:15:09.200Z
GMpjSbtgrT,2021-02-21T03:00:00.000Z,2613743,22.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:15:30.478Z,2021-02-23T14:15:30.478Z
X6Sk6gUXVH,2021-02-22T03:00:00.000Z,2613743,20.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-23T14:15:46.932Z,2021-02-23T14:15:46.932Z
j0NZzxN6ER,2021-02-23T03:00:27.251Z,2363070,31.0,28.0,31.0,28.0,0.0,0.0,0.0,9.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-24T00:10:37.663Z,2021-02-24T00:10:37.663Z
VS0RmF5bR9,2021-02-24T03:00:24.481Z,2363070,28.0,29.0,28.0,29.0,1.0,1.0,1.0,3.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-24T21:50:26.322Z,2021-02-24T21:50:26.322Z
z60FKBTo6V,2021-02-25T03:00:23.756Z,2363070,37.0,29.0,37.0,29.0,0.0,1.0,2.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-25T22:36:29.147Z,2021-02-25T22:36:29.147Z
UsSaRuu0Xn,2021-02-26T03:00:24.564Z,2363070,45.0,31.0,45.0,31.0,0.0,2.0,1.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-27T01:41:27.936Z,2021-02-27T01:41:27.936Z
nWfT3Wg6RY,2021-02-28T03:00:02.934Z,2363070,40.0,29.0,40.0,29.0,1.0,4.0,2.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-02-28T22:59:28.037Z,2021-02-28T22:59:28.037Z
DpzbcGkmlF,2021-02-23T03:00:00.000Z,2613743,23.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-03-01T19:16:56.169Z,2021-03-01T19:16:56.169Z
h7wAuP9jyF,2021-02-24T03:00:00.000Z,2613743,23.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-03-01T19:17:16.178Z,2021-03-01T19:17:16.178Z
UPmdsryFpo,2021-02-25T03:00:00.000Z,2613743,24.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-03-01T19:20:23.523Z,2021-03-01T19:20:23.523Z
FGgQF7vHAA,2021-02-26T03:00:00.000Z,2613743,25.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-03-01T19:20:49.999Z,2021-03-01T19:20:49.999Z
jV58nv3f48,2021-02-27T03:00:00.000Z,2613743,20.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-03-01T19:21:43.740Z,2021-03-01T19:21:43.740Z
LjmHnj0CH2,2021-02-28T03:00:00.000Z,2613743,22.0,10.0,0.0,5.0,0.0,0.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2021-03-01T19:22:02.771Z,2021-03-01T19:22:02.771Z
