_id,dataNotificacao,cnes,ocupacaoSuspeitoCli,ocupacaoSuspeitoUti,ocupacaoConfirmadoCli,ocupacaoConfirmadoUti,saidaSuspeitaObitos,saidaSuspeitaAltas,saidaConfirmadaObitos,saidaConfirmadaAltas,origem,_p_usuario,estadoNotificacao,municipioNotificacao,estado,municipio,excluido,validado,_created_at,_updated_at
C90Ti5w3hL,2020-08-31T03:00:00.000Z,2362856,149.0,35.0,0.0,5.0,0.0,1.0,0.0,2.0,parse-cloud,_User$fEIwL0hmE9,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-02T16:43:43.373Z,2020-09-02T16:43:43.373Z
luH5nu3dMy,2020-09-02T03:00:28.078Z,2363070,27.0,23.0,27.0,23.0,0.0,0.0,0.0,5.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-02T20:32:00.226Z,2020-09-02T20:32:00.226Z
7E7HvN4MlM,2020-09-03T03:00:00.000Z,2363070,25.0,27.0,25.0,27.0,0.0,0.0,0.0,5.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-03T19:02:08.222Z,2020-09-03T19:03:00.910Z
cIrIn4DDt8,2020-09-05T03:00:55.216Z,2363070,22.0,26.0,22.0,26.0,0.0,0.0,0.0,5.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-05T19:04:42.201Z,2020-09-05T19:04:42.201Z
0ULh95CJhx,2020-09-06T03:00:38.124Z,2363070,16.0,26.0,16.0,26.0,0.0,0.0,2.0,6.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-06T22:00:44.541Z,2020-09-06T22:00:44.541Z
eOSwnsOEhk,2020-09-07T03:00:24.684Z,2363070,17.0,26.0,17.0,26.0,0.0,0.0,0.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-07T18:50:42.719Z,2020-09-07T18:50:42.719Z
K6e17KqwNX,2020-09-01T03:00:00.000Z,2362856,149.0,37.0,0.0,4.0,0.0,0.0,1.0,1.0,parse-cloud,_User$fEIwL0hmE9,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-08T17:35:33.200Z,2020-09-08T19:44:51.901Z
1bGuYPBlc1,2020-09-02T03:00:00.000Z,2362856,138.0,37.0,0.0,2.0,0.0,0.0,0.0,1.0,parse-cloud,_User$fEIwL0hmE9,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-08T17:55:02.287Z,2020-09-08T19:45:07.223Z
TCHx0tVsxi,2020-09-03T03:00:00.000Z,2362856,141.0,37.0,0.0,1.0,0.0,0.0,0.0,1.0,parse-cloud,_User$fEIwL0hmE9,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-08T19:54:53.143Z,2020-09-08T19:54:53.143Z
cneoFBTEF4,2020-09-09T03:00:13.773Z,2363070,18.0,25.0,18.0,25.0,0.0,0.0,1.0,3.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-09T20:41:39.965Z,2020-09-09T20:41:39.965Z
vuWDisGgRc,2020-09-04T03:00:00.000Z,2362856,138.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$fEIwL0hmE9,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-10T13:35:37.045Z,2020-09-10T13:35:37.045Z
6cAOOm94ii,2020-09-05T03:00:00.000Z,2362856,139.0,37.0,0.0,1.0,0.0,1.0,0.0,0.0,parse-cloud,_User$fEIwL0hmE9,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-10T13:47:37.885Z,2020-09-10T13:47:37.885Z
2QcnP9zAsl,2020-09-06T03:00:00.000Z,2362856,144.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,parse-cloud,_User$fEIwL0hmE9,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-10T14:07:01.391Z,2020-09-10T14:07:01.391Z
SSFFLMH8RV,2020-09-07T03:00:00.000Z,2362856,159.0,37.0,0.0,1.0,0.0,1.0,0.0,0.0,parse-cloud,_User$fEIwL0hmE9,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-10T14:38:24.044Z,2020-09-10T14:38:24.044Z
icSprN6mIt,2020-09-10T03:00:18.840Z,2363070,19.0,23.0,19.0,23.0,0.0,0.0,0.0,3.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-10T19:00:19.921Z,2020-09-10T19:00:19.921Z
kELjxt7tbu,2020-09-11T03:00:03.589Z,2363070,23.0,22.0,23.0,22.0,0.0,0.0,1.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-11T19:01:41.443Z,2020-09-11T19:01:41.443Z
ttegwUNS8P,2020-09-12T03:00:07.983Z,2363070,25.0,19.0,25.0,19.0,0.0,1.0,2.0,1.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-12T20:41:26.440Z,2020-09-12T20:41:26.440Z
IyPv8wGA6P,2020-09-13T03:00:34.727Z,2363070,22.0,21.0,22.0,21.0,1.0,0.0,0.0,0.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-13T18:57:46.162Z,2020-09-13T18:57:46.162Z
1KxZaMt4FO,2020-09-14T03:00:43.933Z,2363070,20.0,25.0,20.0,25.0,2.0,0.0,1.0,1.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-14T21:18:31.142Z,2020-09-14T21:18:31.142Z
Qt9PQN2HcM,2020-09-15T03:00:39.094Z,2363070,23.0,24.0,23.0,24.0,0.0,0.0,0.0,3.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-15T19:04:27.707Z,2020-09-15T19:04:27.707Z
Dh6Z53DH1T,2020-09-16T03:00:22.275Z,2363070,23.0,22.0,23.0,22.0,0.0,1.0,1.0,3.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-16T20:14:01.669Z,2020-09-16T20:14:01.669Z
UEXyfmyqGs,2020-06-18T03:00:00.000Z,2613743,13.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:17:07.941Z,2020-09-17T18:17:07.941Z
iS3BkloaPr,2020-06-19T03:00:00.000Z,2613743,10.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:18:38.085Z,2020-09-17T18:18:38.085Z
SX2r5dHfsZ,2020-06-22T03:00:00.000Z,2613743,15.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:19:47.714Z,2020-09-17T18:26:23.116Z
SPIBDh14TA,2020-06-21T03:00:00.000Z,2613743,9.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:23:27.547Z,2020-09-17T18:23:27.547Z
nR1DvEBRKP,2020-06-20T03:00:00.000Z,2613743,10.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:25:27.944Z,2020-09-17T18:25:27.944Z
OJSVmhqdRo,2020-06-23T03:00:00.000Z,2613743,10.0,7.0,2.0,5.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:27:13.794Z,2020-09-17T18:27:13.794Z
a1hOcOaSUc,2020-06-24T03:00:00.000Z,2613743,7.0,8.0,2.0,6.0,0.0,1.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:28:18.293Z,2020-09-17T18:32:21.064Z
0vIfuhTVvw,2020-06-25T03:00:00.000Z,2613743,13.0,5.0,4.0,5.0,0.0,0.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:31:59.746Z,2020-09-18T15:21:00.250Z
8yKTzpOgi2,2020-06-26T03:00:00.000Z,2613743,13.0,6.0,6.0,5.0,1.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:35:23.683Z,2020-09-17T18:35:23.683Z
xm2ZvljVZL,2020-06-27T03:00:00.000Z,2613743,9.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:36:52.613Z,2020-09-17T18:36:52.613Z
TwYHD7ZQFl,2020-06-28T03:00:00.000Z,2613743,7.0,4.0,9.0,4.0,0.0,3.0,1.0,2.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:37:55.726Z,2020-09-18T15:22:34.451Z
hKuaJVEx0G,2020-06-29T03:00:00.000Z,2613743,8.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:39:42.718Z,2020-09-17T18:39:42.718Z
hhGwzP6tVF,2020-06-30T03:00:00.000Z,2613743,11.0,6.0,7.0,3.0,0.0,1.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:41:47.962Z,2020-09-18T15:24:49.343Z
R3XapsB6ly,2020-07-01T03:00:00.000Z,2613743,10.0,7.0,5.0,4.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:43:00.283Z,2020-09-17T18:51:42.706Z
HBG3AMBU5Z,2020-07-02T03:00:00.000Z,2613743,13.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:44:43.867Z,2020-09-18T15:26:40.774Z
dGT6lEh4vL,2020-07-03T03:00:00.000Z,2613743,12.0,4.0,7.0,6.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:51:20.823Z,2020-09-17T18:51:20.823Z
FUEh9tC4j6,2020-07-04T03:00:00.000Z,2613743,11.0,4.0,5.0,8.0,0.0,3.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T18:53:58.048Z,2020-09-18T15:27:45.553Z
ZcqjazupWD,2020-07-05T03:00:00.000Z,2613743,8.0,4.0,6.0,8.0,0.0,1.0,1.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:04:59.637Z,2020-09-18T15:28:20.046Z
EzpFaXetMJ,2020-07-06T03:00:00.000Z,2613743,11.0,2.0,7.0,7.0,0.0,0.0,1.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:05:58.991Z,2020-09-18T15:28:51.726Z
lI9olnQ6uT,2020-07-07T03:00:00.000Z,2613743,11.0,5.0,6.0,7.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:11:07.217Z,2020-09-18T15:29:41.052Z
2kHp7hknZh,2020-07-08T03:00:00.000Z,2613743,8.0,9.0,5.0,6.0,0.0,2.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:11:55.030Z,2020-09-18T15:30:14.607Z
junOZwRevT,2020-07-09T03:00:00.000Z,2613743,10.0,8.0,4.0,6.0,0.0,1.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:12:37.207Z,2020-09-18T15:30:52.733Z
EE8BFALgzb,2020-07-10T03:00:00.000Z,2613743,15.0,7.0,4.0,5.0,0.0,2.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:13:13.078Z,2020-09-18T15:31:26.084Z
lRkQ6hiQBt,2020-07-11T03:00:00.000Z,2613743,12.0,7.0,6.0,4.0,1.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:14:35.518Z,2020-09-18T15:31:46.036Z
ecBkkPsLkA,2020-07-13T03:00:00.000Z,2613743,21.0,6.0,5.0,4.0,0.0,2.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:15:29.244Z,2020-09-18T15:32:18.346Z
JPmvtEZuL5,2020-07-12T03:00:00.000Z,2613743,12.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:16:23.422Z,2020-09-18T15:32:03.666Z
AVB9s2HkKO,2020-07-14T03:00:00.000Z,2613743,17.0,7.0,6.0,4.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:17:11.136Z,2020-09-18T15:32:37.788Z
25uxWd7ECJ,2020-07-15T03:00:00.000Z,2613743,12.0,8.0,7.0,6.0,1.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:17:49.570Z,2020-09-18T15:32:53.028Z
W9gOmNLHTE,2020-07-16T03:00:00.000Z,2613743,21.0,9.0,8.0,4.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:18:46.304Z,2020-09-18T15:33:09.985Z
5MOLrP7GHF,2020-07-17T03:00:00.000Z,2613743,14.0,9.0,6.0,4.0,1.0,4.0,1.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:19:25.664Z,2020-09-18T15:18:58.257Z
Ge8posDHGG,2020-07-19T03:00:00.000Z,2613743,14.0,5.0,3.0,4.0,0.0,1.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:21:01.281Z,2020-09-18T15:42:12.872Z
xhBmq5LSnO,2020-09-17T03:00:12.709Z,2363070,21.0,17.0,21.0,17.0,1.0,0.0,1.0,2.0,parse-cloud,_User$Eu3qeTtHXO,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:26:49.917Z,2020-09-17T19:26:49.917Z
2ipbklkc2d,2020-07-18T03:00:00.000Z,2613743,14.0,8.0,6.0,3.0,0.0,3.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-17T19:27:01.921Z,2020-09-18T15:42:34.992Z
uuGdCliVKZ,2020-07-20T03:00:00.000Z,2613743,15.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:43:19.158Z,2020-09-18T15:43:19.158Z
9UAA8NHyZE,2020-07-21T03:00:00.000Z,2613743,14.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:43:58.663Z,2020-09-18T15:43:58.663Z
AUYp6UdiNv,2020-07-22T03:00:00.000Z,2613743,12.0,8.0,3.0,5.0,1.0,0.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:44:56.896Z,2020-09-18T15:44:56.896Z
Wp1sgLpPBW,2020-07-23T03:00:00.000Z,2613743,14.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:45:28.364Z,2020-09-18T15:45:28.364Z
ClwF81uFmN,2020-07-24T03:00:00.000Z,2613743,18.0,7.0,7.0,5.0,0.0,1.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:46:12.943Z,2020-09-18T15:46:12.943Z
zsRYlE9Di2,2020-07-25T03:00:00.000Z,2613743,15.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:46:49.733Z,2020-09-18T15:46:49.733Z
gBZT3q6OMN,2020-07-26T03:00:00.000Z,2613743,27.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:47:32.047Z,2020-09-18T15:47:32.047Z
PG4rU9m0Qj,2020-07-27T03:00:00.000Z,2613743,20.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:48:23.676Z,2020-09-18T15:48:23.676Z
i4NkLAFzGr,2020-07-28T03:00:00.000Z,2613743,28.0,8.0,9.0,5.0,0.0,0.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:49:15.853Z,2020-09-18T15:50:33.989Z
E8aTvHcddK,2020-07-29T03:00:00.000Z,2613743,19.0,10.0,9.0,3.0,0.0,4.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:50:13.361Z,2020-09-18T15:50:13.361Z
vmjLBJPXKL,2020-07-30T03:00:00.000Z,2613743,24.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T15:54:48.504Z,2020-09-18T15:54:48.504Z
165XrHWLq8,2020-07-31T03:00:00.000Z,2613743,23.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:09:58.229Z,2020-09-18T16:09:58.229Z
szRMGfCuyl,2020-08-01T03:00:00.000Z,2613743,21.0,8.0,4.0,2.0,0.0,0.0,0.0,3.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:15:49.306Z,2020-09-18T16:15:49.306Z
UCzdPyfWW9,2020-08-02T03:00:00.000Z,2613743,17.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:16:40.368Z,2020-09-18T16:16:40.368Z
KNrK4DXVPv,2020-08-03T03:00:00.000Z,2613743,15.0,9.0,4.0,4.0,0.0,0.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:17:46.700Z,2020-09-18T16:17:46.700Z
qCkQGt4CZh,2020-08-04T03:00:00.000Z,2613743,20.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:18:25.164Z,2020-09-18T16:18:57.480Z
ATIxNgDEJJ,2020-08-05T03:00:00.000Z,2613743,21.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:19:50.310Z,2020-09-18T16:19:50.310Z
dJnJrMUyRX,2020-08-06T03:00:00.000Z,2613743,21.0,8.0,5.0,3.0,0.0,0.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:20:37.359Z,2020-09-18T16:20:37.359Z
l2lUavB0c4,2020-08-07T03:00:00.000Z,2613743,20.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:21:21.450Z,2020-09-18T16:21:21.450Z
p2lB0bbllh,2020-08-08T03:00:00.000Z,2613743,27.0,5.0,5.0,3.0,0.0,1.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:22:42.661Z,2020-09-18T16:22:42.661Z
p0mkdf7qAE,2020-08-09T03:00:00.000Z,2613743,29.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:23:30.338Z,2020-09-18T16:23:30.338Z
ZQCH8CQvOT,2020-08-10T03:00:00.000Z,2613743,31.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:25:09.055Z,2020-09-18T16:25:09.055Z
pxngoA88m8,2020-08-11T03:00:00.000Z,2613743,22.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T16:32:28.989Z,2020-09-18T16:32:28.989Z
gWfvCRek3X,2020-08-12T03:00:00.000Z,2613743,18.0,7.0,3.0,5.0,0.0,0.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:11:29.252Z,2020-09-18T17:11:29.252Z
qK847h05ZD,2020-08-13T03:00:00.000Z,2613743,19.0,9.0,4.0,4.0,0.0,0.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:12:09.995Z,2020-09-18T17:12:09.995Z
lb3fVDN7Y7,2020-08-14T03:00:00.000Z,2613743,20.0,8.0,6.0,2.0,1.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:19:48.987Z,2020-09-18T17:19:48.987Z
naByOEvHpV,2020-08-15T03:00:00.000Z,2613743,22.0,8.0,6.0,3.0,0.0,2.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:26:50.442Z,2020-09-18T17:26:50.442Z
A6q0S9nIWn,2020-08-16T03:00:00.000Z,2613743,12.0,7.0,4.0,3.0,1.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:28:05.917Z,2020-09-18T17:28:05.917Z
lAgqa3qaih,2020-08-17T03:00:00.000Z,2613743,24.0,8.0,4.0,2.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:51:43.641Z,2020-09-18T17:51:43.641Z
t2U8iyGoSu,2020-08-18T03:00:00.000Z,2613743,20.0,8.0,4.0,4.0,0.0,1.0,0.0,1.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:54:27.967Z,2020-09-18T17:54:27.967Z
gDFuMEvvIx,2020-08-19T03:00:00.000Z,2613743,13.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:55:12.816Z,2020-09-18T17:55:12.816Z
eurole37NL,2020-08-20T03:00:00.000Z,2613743,19.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:55:55.902Z,2020-09-18T17:55:55.902Z
dWTBTWC7Ae,2020-08-21T03:00:00.000Z,2613743,21.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:56:33.544Z,2020-09-18T17:56:33.544Z
PvzUuCmzob,2020-08-22T03:00:00.000Z,2613743,14.0,8.0,3.0,3.0,0.0,0.0,1.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:57:11.641Z,2020-09-18T17:57:11.641Z
rBRf9vywxw,2020-08-23T03:00:00.000Z,2613743,19.0,8.0,2.0,4.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T17:59:04.500Z,2020-09-18T17:59:04.500Z
teeVMh5Q0V,2020-08-24T03:00:00.000Z,2613743,24.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T18:02:02.902Z,2020-09-18T18:02:02.902Z
ygvWB1sMGc,2020-08-25T03:00:00.000Z,2613743,19.0,6.0,2.0,6.0,0.0,1.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T18:02:30.841Z,2020-09-18T18:02:30.841Z
lP2H4ZrIPb,2020-08-26T03:00:00.000Z,2613743,21.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,parse-cloud,_User$ykxJe4vfWZ,Paraíba,Campina Grande,Paraíba,Campina Grande,False,False,2020-09-18T18:03:19.098Z,2020-09-18T18:03:19.098Z
